title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Michelin Magic,"Seriously divine. Faultless. Superb food, superb service, superb ambience. Words escape me. It is that good. Inventive , creative and interesting menu.
My husband and I both loved it and they also made something that was acceptable to our ten year old son. A wonderful evening . So glad we went. A masterpiece.",January 2020,All'Oro Restaurant,https://www.tripadvisor.com/Restaurant_Review-g187791-d1641167-Reviews-All_Oro_Restaurant-Rome_Lazio.html,"Rome, Italy",restaurants,5.0,4.5
A must see!,"Wonderful to walk to the Acropolis in winter .
We have been here is summer and it is super hot and super crowded . It is an amazing experience in winter . A sunny winter day with the magnificence of the Parthenon against the blue sky. Our ten year old son enjoyed the history and the hiking !",January 2020,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
Great Hotel !,"This place is in our view the best place to stay in Athens . Perfectly positioned in historic Plaka. A short walk to the Acropolis . A wonderful view of the Acropolis from the rooftop breakfast . I have stayed many times and this place never disappoints. Swim in the outdoor pool in summer or the indoor pool in winter . The Aegeo Spa is so fantastic and relaxing : body wrap , massage and facial . Divine !",January 2020,Electra Palace Athens,https://www.tripadvisor.com/Hotel_Review-g189400-d228901-Reviews-Electra_Palace_Athens-Athens_Attica.html,"Athens, Greece",hotels,5.0,4.5
Disappointing Dionysos,"Great view , acceptable food and poor service.
This was recommended by our hotel .
Wish we had not gone .
While the night view of the Acropolis was truly beautiful and dramatic the service from our main waiter was surly.
This was a place that appeared to fawn over important locals and perhaps wished to dissuade tourists .
When we enquired about a children’s menu our waiter told us in a rude tone “ this is the menu” .
Such a sharp contrast from HYTRA where we had been the night before . HYTRA ( Michelin Star) went out of their way to accomodate our 10 year old son. Don’t go to Dionysos with a child . When it came time to leave we waited forever for the bill and eventually just went to the counter to pay.
This is a place that relies on a great view, does not want children and produces good enough (but not great food ). In the final analysis the service really let’s the place down . Wish we had gone elsewhere. I really wanted to like it. I couldn’t. I love Greece and I love Athens but Dionysos was truly disappointing.",January 2020,Dionysos Zonar's,https://www.tripadvisor.com/Restaurant_Review-g189400-d1061815-Reviews-Dionysos_Zonar_s-Athens_Attica.html,"Athens, Greece",restaurants,2.0,4.0
Swedish Classic,"Great menu, great food, great service !
A classic and fun place in Stockholm . Our waiter Alexander was delightful . The atmosphere eclectic . The food satisfied the foodie in us and was acceptable to our son who is not so flexible . All in all a great Swedish experience !",January 2020,Grill,https://www.tripadvisor.com/Restaurant_Review-g189852-d786457-Reviews-Grill-Stockholm.html,"Stockholm, Sweden",restaurants,5.0,4.0
Michelin Star Degustation and Cocktail pairing,"We thoroughly enjoyed the creative and inventive menu along with the great matching cocktails.
It was also great that they were flexible enough to prepare something more simple ( a burger ) for our 10 year old son! A view of the acropolis , great food, great cocktails, great service. A winner !",January 2020,Hytra,https://www.tripadvisor.com/Restaurant_Review-g189400-d3709153-Reviews-Hytra-Athens_Attica.html,"Athens, Greece",restaurants,5.0,4.0
Great for families,"We stayed here in July with our 10 year old son.
If you are travelling with kids this is the place to be in Denarau. We had an amazing dinner with a fire floor show and beautiful singing and guitar . Our dining table and chairs were in the water in the pool. The 3 of us had a wonderful time at this very special dinner experience. Our son did not complain about not having a screen. Quite an achievement! The Lomani Wai water dining experience is not to be missed!",July 2019,Radisson Blu Resort Fiji Denarau Island,https://www.tripadvisor.com/Hotel_Review-g612490-d652947-Reviews-Radisson_Blu_Resort_Fiji_Denarau_Island-Denarau_Island_Viti_Levu.html,"Viti Levu, Fiji",hotels,5.0,4.5
Paradise on earth,"This resort is 10/10. From the time we were welcomed on the beach and throughout our stay we could not fault anything . The beach, the snorkeling , the food , the bures, and the staff are all truly divine. It’s wonderful that there are only 8 bures. It is not a mass produced holiday . There is a very warm and kind atmosphere. Our stay was cut short because our ten year old son had a health issue and all the staff were so so helpful to us. Sheung and Phillip and all the staff at Coconut beach you are truly beautiful people and it was a privilege to stay with you. We hope to come back and stay with you again and this time stay longer!",July 2019,Coconut Beach Resort,https://www.tripadvisor.com/Hotel_Review-g1185722-d8085460-Reviews-Coconut_Beach_Resort-Tavewa_Island_Yasawa_Islands.html,"Tavewa Island, Fiji",hotels,5.0,5.0
Great food on the beach! 🏝,"The 3 of us very much enjoyed this restaurant.
Food was excellent.
Satisfied both us and our son who is a fussy eater.
Great adult and children’s menu.
Great galangal prawn dish for us adults !
Great satay and dessert on the children’s menu !
Lovely to eat by the sea in a super relaxed open air restaurant .
Excellent service from Aqisi : I asked for extra sauces and got them! I have extra appetite for condiments !
A great night in an open air restaurant by the sea!
Faultless",July 2019,Maravu Restaurant & Bar,https://www.tripadvisor.com/Restaurant_Review-g612490-d1201434-Reviews-Maravu_Restaurant_Bar-Denarau_Island_Viti_Levu.html,"Viti Levu, Fiji",restaurants,5.0,4.5
"Great restaurant, great bar and great ambience","Was here for dinner on Saturday evening
Watched spectacular fireworks
Great service
Great food
Great German beers
Brilliant atmosphere
Cannot be bettered in Thredbo!
We come here every time we are in Thredbo.
A special place!",June 2019,Candlelight Lodge,https://www.tripadvisor.com/Hotel_Review-g529031-d1020673-Reviews-Candlelight_Lodge-Thredbo_Village_Kosciuszko_National_Park_New_South_Wales.html,"Thredbo Village, Australia",hotels,5.0,4.0
Great cool bar,"This bar could take pride of place anywhere in the world but fortunately it is in Canberra
Cool ambience, great cocktails, and thoughtful food
Worth a visit!",May 2019,Bar Rochford,https://www.tripadvisor.com/Restaurant_Review-g255057-d10375467-Reviews-Bar_Rochford-Canberra_Australian_Capital_Territory.html,"Canberra, Australia",restaurants,5.0,4.5
Best day out for children,"Science is cool and fun is a great message to give your children.
This is a great place to do that.
Highly recommended.
My son loves this place.
Whenever friends with children visit Canberra we always bring them here.
Amazing !
Great for adults too!
The wonder of science.",November 2018,Questacon,https://www.tripadvisor.com/Attraction_Review-g255057-d257669-Reviews-Questacon-Canberra_Australian_Capital_Territory.html,"Canberra, Australia",attractions,5.0,4.5
Brilliant restaurant,"Great degustation, great service, great location
Magnificent dishes. Can’t fault it. Friend’s recommendation . Every course and matching wine sensational.",December 2018,Sage,https://www.tripadvisor.com/Restaurant_Review-g255057-d728091-Reviews-Sage-Canberra_Australian_Capital_Territory.html,"Canberra, Australia",restaurants,5.0,4.5
Great cocktails at the bar by Cristian!,"Lovely hotel bar with Cristian going the extra mile with great cocktails!
Good family room with views over city.
Great pool for adults and children.
Central location. Good breakfast.
Close to Tate Modern.
Highly recommended.",July 2018,Novotel London Blackfriars,https://www.tripadvisor.com/Hotel_Review-g186338-d3530264-Reviews-Novotel_London_Blackfriars-London_England.html,"London, United Kingdom",hotels,5.0,4.5
A must see in London!,"One must not visit London without going to the British Museum.
A mind boggling collection.
Ancient Greece, Ancient Rome, Ancient Egypt, Ancient Britain.
The staff try and cater to children of different ages; see family desk for ideas.",July 2018,The British Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d187555-Reviews-The_British_Museum-London_England.html,"London, United Kingdom",attractions,5.0,4.5
A wonderful thing to do!,Great to wander around . A very special place. Highly recommended! So much history. We have been here many times over the years. Enchanting.,June 2018,Visby City Wall,https://www.tripadvisor.com/Attraction_Review-g202560-d8337559-Reviews-Visby_City_Wall-Visby_Gotland.html,"Gotland, Sweden",attractions,5.0,4.5
Divine !,"The best of the Swedish countryside.
Organic degustation. Sublime food.
Great wines.
Excellent service.
Dinner in a glasshouse in the middle of summer.
Who could ask for more?",June 2018,Lilla Bjers Gårdskrog,https://www.tripadvisor.com/Restaurant_Review-g202560-d4503098-Reviews-Lilla_Bjers_Gardskrog-Visby_Gotland.html,"Gotland, Sweden",restaurants,5.0,4.5
Brilliant restaurant,"Visited with my husband and young son and another family and their children.
Watching the sun go down with predinner
drinks on the family hammocks stretched
out over the water was magnificent.
The dinner menu is inventive and varied.
A special place.
Well worth a visit.",January 2018,Kayuputi,https://www.tripadvisor.com/Restaurant_Review-g298283-d10161810-Reviews-Kayuputi-Langkawi_Langkawi_District_Kedah.html,"Langkawi, Malaysia",restaurants,5.0,5.0
Great place to stay in Singapore with family,"Close to Clarke Quay with pool.
Our room had a lovely view of the river.
The receptionist Nayani was super helpful with organizing a great room for us and late check out.
Lots of restaurants and shops nearby .
Highly recommended.",January 2018,Swissotel Merchant Court Singapore,https://www.tripadvisor.com/Hotel_Review-g294265-d301577-Reviews-Swissotel_Merchant_Court_Singapore-Singapore.html,"Singapore, Singapore",hotels,5.0,4.5
LavkalLavka,"What a sensational restaurant! The food is local, seasonal and divine. The service is top notch - thank you Natasha and Sergei!I had a superb pear cocktail and we had great Russian wine. Every dish was a standout. The crab dish and the onion dish deserve special mention. So glad we went to LavkaLavka; a real gem!",July 2017,LavkaLavka Farm Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298484-d6783642-Reviews-LavkaLavka_Farm_Restaurant-Moscow_Central_Russia.html,"Moscow, Russia",restaurants,5.0,4.5
