title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Amazing customer service,"A big thank you to Ivory the restaurant manager, Noela the best hostess i have ever encountered till date. The food , ambience is amazing. The customer service wins it for me",November 2020,The Blacksmith Smokehouse,https://www.tripadvisor.com/Restaurant_Review-g295424-d13497489-Reviews-The_Blacksmith_Smokehouse-Dubai_Emirate_of_Dubai.html,"Dubai, United Arab Emirates",restaurants,5.0,4.5
Best succulent Mutton Biryani in Dubai,"Just tried the food from Bhaijaans Biryani and man was not disappointed at all. Had the chicken 65 Biryani and the mutton Biryani. Both were amazing, especially the mutton biryani in which the meat was so tender and delicious.
Would definitely recommend biryani in Dubai from Bhaijaans",August 2020,Bhaijaans Biryani,https://www.tripadvisor.com/Restaurant_Review-g2630221-d17807126-Reviews-Bhaijaans_Biryani-Emirate_of_Dubai.html,"Emirate of Dubai, United Arab Emirates",restaurants,5.0,5.0
"Beautiful, Must Visit",Important tip : Register for free in advance to visit the Dome of the Reichstag. I would recommend starting your trip to Berlin by a visit to the Reichstag first. Easy to get to by the metro. Spectacular views and information of history .,April 2020,Reichstag Building,https://www.tripadvisor.com/Attraction_Review-g187323-d190517-Reviews-Reichstag_Building-Berlin.html,"Berlin, Germany",attractions,5.0,4.5
Sad Reminder of our History,"Its a very sombre place to be and reminded of our dark history. In a way, it teaches us a lot. The sad horror that the Jews and homosexuals had to undergo. Must visit , Just stand in the midst and reflect on the past of what they persecuted went through. The memorial is located just across the Brandenburg Gate.",April 2020,The Holocaust Memorial - Memorial to the Murdered Jews of Europe,https://www.tripadvisor.com/Attraction_Review-g187323-d617423-Reviews-The_Holocaust_Memorial_Memorial_to_the_Murdered_Jews_of_Europe-Berlin.html,"Berlin, Germany",attractions,5.0,4.5
Majestic and Beautiful,Just being in the square admiring this architectural history is amazing. The night views are beautiful. It is one of the most significant landmarks in Berlin. The holocaust memorial is right beside it .,February 2020,Brandenburg Gate,https://www.tripadvisor.com/Attraction_Review-g187323-d190518-Reviews-Brandenburg_Gate-Berlin.html,"Berlin, Germany",attractions,5.0,4.5
Superb ! Brilliant Staff,"The moment we entered, we felt so welcomed. The staff is so amazing that you feel at home. The room is clean and bed so comfortable. The breakfast was amazing and hit the spot. Location is perfect and easiy access to the metro. Would definitely recommend staying over here.",March 2020,Hotel Aida Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d264890-Reviews-Hotel_Aida_Marais-Paris_Ile_de_France.html,"Paris, France",hotels,5.0,4.0
Beautiful chapel with the most amazing stained glass in the world,Do reach early to avoid the lines . THe Sainte Chapelle has the most intricate stained glass in the world. tHe light shining on it has such a beautiful sight to behold. It truly is out of the world. Easily accessible by the metro. Just walking around the neighbourhood is worth it.,March 2020,Sainte-Chapelle,https://www.tripadvisor.com/Attraction_Review-g187147-d190202-Reviews-Sainte_Chapelle-Paris_Ile_de_France.html,"Paris, France",attractions,5.0,4.5
Blissful and soulful,It takes a bit effort to get there if you are using the metro. Be prepared to walk a bit but its worth it. The basilica is just stunning and mesmerising. Take some time to sit and reflect. The architecture especially the dome is beautiful. Worth it.,March 2020,Basilique du Sacre-Coeur de Montmartre,https://www.tripadvisor.com/Attraction_Review-g187147-d190685-Reviews-Basilique_du_Sacre_Coeur_de_Montmartre-Paris_Ile_de_France.html,"Paris, France",attractions,5.0,4.5
my favourite in Paris,"Easily my favourite attraction in Paris. Very easy to get there by the metro. do take skip the line tickets to get to the top to view magnificent views of Paris and the eiffel tower in the distant. tHe eternal flame is located directly below the Arc. beautiful work of history.
PS: the crepes located on the champs d elysees is yummy just near the arc tRiomphe",March 2020,Arc de Triomphe,https://www.tripadvisor.com/Attraction_Review-g187147-d188709-Reviews-Arc_de_Triomphe-Paris_Ile_de_France.html,"Paris, France",attractions,5.0,4.5
Sadly closed but still beautiful from the outside,It was closed when we vsiited in february due to the fire that took place. however it still looks beautiful from the outside and really look forward to it being restored to its fomer glory. very easy to get there by the paris metro.,March 2020,Cathédrale Notre-Dame de Paris,https://www.tripadvisor.com/Attraction_Review-g187147-d188679-Reviews-Cathedrale_Notre_Dame_de_Paris-Paris_Ile_de_France.html,"Paris, France",attractions,5.0,4.5
Beautiful and worth it. Use the skip the line,wE used the skip the lines and it was worth every penny. easily you can spend the whole day in the museum. It has so much to offer. The main exhibits being the Monalisa . The egyptian section too was amazing.,February 2020,Louvre Museum,https://www.tripadvisor.com/Attraction_Review-g187147-d188757-Reviews-Louvre_Museum-Paris_Ile_de_France.html,"Paris, France",attractions,5.0,4.5
Mangnifique !,The iconic tower recognizable all over the world ! Easy to get there by the metro. The best pics of the tower can be taken from across the river. The tower at night is beautiful and romantic.,February 2020,Eiffel Tower,https://www.tripadvisor.com/Attraction_Review-g187147-d188151-Reviews-Eiffel_Tower-Paris_Ile_de_France.html,"Paris, France",attractions,5.0,4.5
