title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Excellent Pakistan Buffet,Came here with 8 adults and 8 kids and had an amazing lunch buffet. The quantity and quality of food options is daunting to digest. Best thing is the value of money considering the amount we paid (AED 700 which includes the tip) for 16 people. Highly recommend this place.,December 2019,Nayaab Handi,https://www.tripadvisor.com/Restaurant_Review-g295424-d12947710-Reviews-Nayaab_Handi-Dubai_Emirate_of_Dubai.html,"Dubai, United Arab Emirates",restaurants,5.0,4.0
Reasonable price / facilities and good staff,My family and I spent 2 nights here during the weekend. The price is a good deal for a location near many attractions. Service was good and rooms were good sized. We used the sofa bed for the girls (9 and 7). Bathroom is also spacious and stocked with good hand soap and shower gel. Breakfast selection is very good and dinner buffet is reasonably priced.,December 2019,Holiday Inn Express Dubai-Internet City,https://www.tripadvisor.com/Hotel_Review-g295424-d673962-Reviews-Holiday_Inn_Express_Dubai_Internet_City-Dubai_Emirate_of_Dubai.html,"Dubai, United Arab Emirates",hotels,4.0,3.5
Superb,This is an excellent resort - we came here to attend a wedding and visited their spa as well. Food was amazing and the service was great. Beach is beautiful and so peaceful. This is a dream destination and worth it!,December 2019,Eau Palm Beach Resort & Spa,https://www.tripadvisor.com/Hotel_Review-g34415-d240236-Reviews-Eau_Palm_Beach_Resort_Spa-Manalapan_Florida.html,"Manalapan, Florida",hotels,5.0,4.5
Excellent,Super sushi! Their portions are large and taste is excellent. I came here after many years and would highly recommend it.,December 2019,Sushi King,https://www.tripadvisor.com/Restaurant_Review-g34596-d5044823-Reviews-Sushi_King-Royal_Palm_Beach_Florida.html,"Royal Palm Beach, Florida",restaurants,5.0,4.0
Review of TWA Hotel facilities (not the room),"This is a review of the TWA Hotel facilities where we visited the museum, aircraft bar and one of their cafes. Good to get a break from the airport chaos if you have a layover especially near Terminal 5 (for JetBlue flights).",December 2019,TWA Hotel,https://www.tripadvisor.com/Hotel_Review-g616325-d17741149-Reviews-TWA_Hotel-Queens_New_York.html,"Queens, New York",hotels,4.0,3.5
JFK - PBI - JFK,We sat in the exit row seats (the two seaters near the exit row) - they were not as comfortable as my previous trips. Very good service and snacks.,December 2019,JetBlue,https://www.tripadvisor.com/Airline_Review-d8729099-Reviews-JetBlue,"Long Island City, New York",flights,4.0,4.0
Average Business Class (KWI - JFK - KWI),"My wife and I flew Kuwait Airways Business Class from Kuwait to JFK and back. Overall, service for Business Class is rather average. The crew were not very service oriented. Food was also very bland and nothing great. Seats were comfortable - highly recommend sitting in the middle of the cabin for easy access to the aisle. No amenity kits or PJs so make sure to bring your own comfortable clothing.",December 2019,Kuwait Airways,https://www.tripadvisor.com/Airline_Review-d8729107-Reviews-Kuwait-Airways,World,flights,3.0,3.0
Salmiya Location,"This is a review of their Salmiya Location - Food was amazing, cooked fresh and was customized to our requirements (we requested Medium Spicy and no added sugar). Service was quick. It's a small restaurant so catering for a large crowd may be difficult.",November 2019,Pattaya Beach Restaurant,https://www.tripadvisor.com/Restaurant_Review-g294003-d5562833-Reviews-Pattaya_Beach_Restaurant-Kuwait_City.html,"Kuwait City, Kuwait",restaurants,5.0,4.5
Great Syrian Food,"The food here is absolutely amazing. Large family size platters served with rice, mixed grills and salads - it was mouth watering good. My only disappointment was their hummos which needed more Tahini and lemon (it tasted a little off). Service was also ok since they were super busy. Overall - highly recommended.",August 2019,Al Natour Middle Eastern Restaurant,https://www.tripadvisor.com/Restaurant_Review-g34565-d4260147-Reviews-Al_Natour_Middle_Eastern_Restaurant-Plantation_Broward_County_Florida.html,"Plantation, Florida",restaurants,5.0,4.5
FLL to JFK,"I was super impressed with JetBlue. The seats were very comfortable, free WiFi (pre, throughout and post flight), coffee, and snacks. It was all great!",August 2019,JetBlue,https://www.tripadvisor.com/Airline_Review-d8729099-Reviews-JetBlue,"Long Island City, New York",flights,5.0,4.0
Great service and portion sizes,We came here for a family dinner. Service was excellent and portion sizes were huge. We ordered the grilled salmon on the cedar planks along with sides of veggies and the crab dip. It was an amazing meal.,August 2019,Stonewood Grill & Tavern,https://www.tripadvisor.com/Restaurant_Review-g34727-d2712851-Reviews-Stonewood_Grill_Tavern-Wellington_Florida.html,"Wellington, Florida",restaurants,5.0,4.0
Excellent Kebabs - Horrendous Bathrooms,"If you are looking for amazing Pakistani cuisine, then this is the place to go to. Only downer was that the bathrooms were horrible - they urgently need to be cared for on a daily basis.",July 2019,Barbq Tonite,https://www.tripadvisor.com/Restaurant_Review-g154996-d12637124-Reviews-Barbq_Tonite-Mississauga_Ontario.html,"Mississauga, Canada",restaurants,5.0,3.5
Very good steaks - average burger,We came here since they serve halal steaks and burgers. The steaks were excellent but the burger was ok. My wife liked the salmon dish as well.,July 2019,BlackStone Steakhouse & Grill,https://www.tripadvisor.com/Restaurant_Review-g154996-d13435329-Reviews-BlackStone_Steakhouse_Grill-Mississauga_Ontario.html,"Mississauga, Canada",restaurants,4.0,4.5
Tasty Egyptian Cuisine,We came here for lunch to celebrate my Aunt's birthday. The food was very good. I would recommend their mixed appetizer platter as well as their kebabs.,July 2019,Masrawy Egyptian Kitchen,https://www.tripadvisor.com/Restaurant_Review-g154996-d14995050-Reviews-Masrawy_Egyptian_Kitchen-Mississauga_Ontario.html,"Mississauga, Canada",restaurants,4.0,4.0
Great Kababs,I came here for dinner with the family and was blown away with their amazing kabab platters which had an authentic flavor (Afghani / Pakistani).,July 2019,Naan & Kabob,https://www.tripadvisor.com/Restaurant_Review-g155019-d13794609-Reviews-Naan_Kabob-Toronto_Ontario.html,"Toronto, Canada",restaurants,5.0,4.5
Great walk,If you are looking for a great walk around the Bloor and Younge street area I would highly recommend this place. Great vibe.,July 2019,Yorkville Village,https://www.tripadvisor.com/Attraction_Review-g155019-d12959157-Reviews-Yorkville_Village-Toronto_Ontario.html,"Toronto, Canada",attractions,5.0,4.5
Beautiful,This little gem of a park is located in Oakville and is off of Lake Ontario. It is a gorgeous place and so peaceful out here.,July 2019,Lakeside Park,https://www.tripadvisor.com/Attraction_Review-g155002-d15212285-Reviews-Lakeside_Park-Oakville_Ontario.html,"Oakville, Canada",attractions,5.0,4.5
Love it!,I came here with my kids and nephews. For those of you looking for a funny-poop themed venue then this is the place to go to. Their menu is hilarious and desserts tasted great.,July 2019,Poop Cafe,https://www.tripadvisor.com/Restaurant_Review-g155002-d17323336-Reviews-Poop_Cafe-Oakville_Ontario.html,"Oakville, Canada",restaurants,5.0,3.5
