title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Best Pizza Ever!,"Ever since moving here 6 years ago, I have been searching for pizza I enjoy as much as my favorite place in Northern New Jersey. I finally found it! If it wasn't for DoorDash, I would not have thought you delivered to Red Bank from Long Branch. Pizza was still warm! (and I didn't even need to add toppings.... the plain pizza was so delicious!) Can't wait to order again!",May 2020,Cafe Villa Pizza,https://www.tripadvisor.com/Restaurant_Review-g46913-d4617597-Reviews-Cafe_Villa_Pizza-West_Long_Branch_New_Jersey.html,"West Long Branch, New Jersey",restaurants,5.0,4.0
Not a fan,"Stopped by New Monmouth Diner to get a late lunch to go. Ordered the scrambled eggs, hashbrowns, white toast, side order of crisp bacon and silver dollar pancakes.
Since I ordered it to go, I didn't get a chance to check the order until I was home which was a 15 minute drive back to Red Bank.

They forgot the bacon, so now I've paid for this item in cash and my lunch would be ruined if I got back into my car to pick it up. Everything would have been cold by the time I went back and got this order. Since I paid cash, I didn't even call them since there's nothing they could do because I paid cash. I even tipped the waitress 20% on a ""to go"" order which was incomplete.

Food was average, hash browns were way too large and either not fully cooked or overdone. Eggs were done well and toast wast burnt on the crust.

Pancakes were not very good compared to other breakfast restaurants.

Service couldn't have been nicer but very disappointed in the actual meal and probably won't go back there again.",February 2020,New Monmouth Diner,https://www.tripadvisor.com/Restaurant_Review-g46619-d4918869-Reviews-New_Monmouth_Diner-Middletown_New_Jersey.html,"Middletown, New Jersey",restaurants,2.0,4.0
Perkins is not what it used to be,"I always get eggs benedict from Perkins. I will go alone if I have a craving. This is the 2nd Perkins in Monmouth County that I have been to that has changed the original ingredients of Eggs Benedict. The shredded hash browns did not disappoint and the pancake I ordered was cooked very well. But the Eggs Benedict was so disappointing. Usually it's made with a slice of ham about 1/4 inch think slice. The dish they served had thin, paper like slices of ham like you'd get in a deli piled under the egg. And they drowned the dish in hollandaise sauce. So much that it made the entire dish mushy by the time I got to my 2nd egg. I was very disappointed and probably won't go back there. Last time I was there they put pork roll on the dish and that worked great! I was so looking forward to this one dish.",January 2020,Perkins Restaurant & Bakery,https://www.tripadvisor.com/Restaurant_Review-g46501-d4066269-Reviews-Perkins_Restaurant_Bakery-Hazlet_New_Jersey.html,"Hazlet, New Jersey",restaurants,4.0,4.0
Awesome Hibachi!,I usually order the shrimp hibachi with clear soup. Love the flavoring and friend rice. The cold noodles are excellent! I order a lot through Door Dash and it's always hot and packaged well. Love how close this is in Fair haven if I want to dine at the restaurant. Fair priced as well.,January 2020,Sansu Japanese Steakhouse,https://www.tripadvisor.com/Restaurant_Review-g46429-d4538782-Reviews-Sansu_Japanese_Steakhouse-Fair_Haven_New_Jersey.html,"Fair Haven, New Jersey",restaurants,5.0,4.0
Good Chinese Buffet,Decent variety but high costs for average quality of food. Food to go is based on weight. Not great customer service.,September 2019,Grand China Buffet,https://www.tripadvisor.com/Restaurant_Review-g60768-d1079405-Reviews-Grand_China_Buffet-El_Paso_Texas.html,"El Paso, Texas",restaurants,3.0,4.0
Horrible Airlines,"Will NEVER fly this airline again. The seats are way too small and there is no legroom at all. The food trays are either broken or they shoved into your stomach. They told me I could bring a blow up ottoman and then after I blew it up, they told me I could not use it. But not he way home another woman had one blown up and they did not tell her she couldn't use it. Food it horrible and staff is too busy talking to each other rather than tend to anyone's needs. Horrible experience and will never fly with them again.",September 2019,Emirates,https://www.tripadvisor.com/Airline_Review-d8729069-Reviews-Emirates,World,flights,1.0,4.0
Horror Fight!,This must have been the oldest plan I have ever flown on. The seats had not cushion left in them. The place smelled. The food tray was broken and had to lay on my lap to so I could put my food on it. I needed to sleep on the plane so I could get to France and start working right away but the seats do not lay flat and you feel like you are sliding down them so I did not get one wink of sleep. They should have retired this plane years ago.,April 2019,La Compagnie,https://www.tripadvisor.com/Airline_Review-d10533118-Reviews-La-Compagnie,World,flights,1.0,4.0
United Airlines to Turks and Caicos,"Love United! I usually never have issues with this airline. I'm not jammed into the seats and there actually is leg room. I usually fly business class with work but this was a vacation and I was pleasantly satisfied with economy. Plus, they had wifi that I could use for my iPad to pass the time",February 2019,United Airlines,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-United-Airlines,World,flights,5.0,3.0
"Great Food, Great View of the Water... Must have reservations!",Just love going to Salt Creek. Food is always spectacular and the service is always A+. A must have is the garlic bread. They used to automatically place this on everyone's table but now you have to request it and pay a small amount for it. I would definitely recommend saving enough room for the Chocolate Ganache Soufflé. You have to order it when you order dinner since it takes 25 minutes to prepare. It's the best I've ever had (add vanilla ice cream),November 2019,Salt Creek Grille - Rumson,https://www.tripadvisor.com/Restaurant_Review-g46794-d1315334-Reviews-Salt_Creek_Grille_Rumson-Rumson_New_Jersey.html,"Rumson, New Jersey",restaurants,5.0,4.0
Best Chinese Food Ever!!,"I live an hour away from this restaurant and I make the drive every couple of weeks just to get my favorite dish! I order the Chicken and Garlic Sauce. Out of this world! They also have the best wonton soup. Can't find any other restaurants that make their wonton soup and Chicken and Garlic Sauce dish this great! I highly recommend trying this dish! You will not be disappointed! Plus, everyone that works there is so friendly!",December 2019,China Chalet,https://www.tripadvisor.com/Restaurant_Review-g46441-d1433895-Reviews-China_Chalet-Florham_Park_Morris_County_New_Jersey.html,"Florham Park, New Jersey",restaurants,5.0,4.0
Horrible Experience every time I order,They get lost even though I leave explicit instructions how to get to my home. Food is mostly cold and they forget items. Not worth the money!,November 2019,Domino's Pizza,https://www.tripadvisor.com/Restaurant_Review-g46767-d4538909-Reviews-Domino_s_Pizza-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,1.0,2.5
Good Chinese Food,"Love their egg rolls, won ton soup and pork friend rice. They also make a nice broccoli and garlic dish. Reasonable prices",November 2019,China Moon,https://www.tripadvisor.com/Restaurant_Review-g46767-d4646483-Reviews-China_Moon-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,3.5
Good Breakfast place with retro feel,Breakfast was good. Scambled eggs with bacon and my friend had the Pork Roll sandwich. Service was fine and we enjoyed out meal. Can get busy on the weekends.,February 2019,Toast- City Diner,https://www.tripadvisor.com/Restaurant_Review-g46767-d9562560-Reviews-Toast_City_Diner-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,4.0
Nice place for Dinner,"I usually get the Penne Vodka and this place makes this dish very well. Service was great, not too crowded and food preparation was nice. Highly recommend.",May 2019,Buona Sera Ristorante & Bar,https://www.tripadvisor.com/Restaurant_Review-g46767-d459567-Reviews-Buona_Sera_Ristorante_Bar-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,4.0
Great spot for drinks and apps,Best Cosmo I've had in Red Bank so far. Loved their spinach dip with chips. I will sometimes stop in just to get that to go. Nice casual atmosphere.,August 2019,The Downtown,https://www.tripadvisor.com/Restaurant_Review-g46767-d1070032-Reviews-The_Downtown-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,3.5
Great Experience,"The best part about this theater is the location which is close to restaurants. Before the show, walk to a restaurant nearby and enjoy and great meal.",February 2019,Count Basie Theatre,https://www.tripadvisor.com/Attraction_Review-g46767-d1959358-Reviews-Count_Basie_Theatre-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",attractions,5.0,4.5
Great burgers and fries,"If you're in the mood for crisp crinkle cut fries, the WindMill of Red Bank, gives you enough to share with friends. Burgers are fresh and cooked while you wait. Great food every time",June 2019,WindMill Red Bank,https://www.tripadvisor.com/Restaurant_Review-g46767-d4869860-Reviews-WindMill_Red_Bank-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,4.0
Great Local Productions,The is a wonderful theater. Very clean and kept well. Every seat offers you the opportunity to feel like you're close to the stage even if you're on the 2nd tier. And the prices are very reasonable.,June 2019,Two River Theater,https://www.tripadvisor.com/Attraction_Review-g46767-d3977839-Reviews-Two_River_Theater-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",attractions,5.0,4.5
Wrong Order!,"I called for a Classic Cheese Burger to go. Made sure I said twice no tomato. They repeated the order back to me. When I got home, it had 3 tomatoes on the burger. Since I'm allergic, I had to throw it out. Probably last time I will go there.",November 2019,CJ McLoone's,https://www.tripadvisor.com/Restaurant_Review-g46820-d7342475-Reviews-CJ_McLoone_s-Shrewsbury_New_Jersey.html,"Shrewsbury, New Jersey",restaurants,1.0,3.5
Great place for a work meeting or wedding or formal party,Great views of the Navisink. The outdoor balcony allows you to look all the way up river through Red Bank. Most days you can see the sailboats even during the winter as long as the Navesink isn't frozen. It's such a pictureusque view of the water. The rooms are clean and the prices and affordable.,October 2019,Oyster Point Hotel,https://www.tripadvisor.com/Hotel_Review-g46767-d98198-Reviews-Oyster_Point_Hotel-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",hotels,5.0,4.0
Creamy Delicious Ice Cream!,"Whenever i'm in the mood tor Ice Cream I head over to the Lighthouse. (It helps I can walk, I live so close). They always have a line since it's so good but the line goes very quick and they have outdoor seating for families.",June 2019,Lighthouse,https://www.tripadvisor.com/Restaurant_Review-g46767-d4651390-Reviews-Lighthouse-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,4.5
Best Thin Crust Pizza,I usually get the personal pizza to go with pepperoni. It's to die for! Great casual family environment with an affordable priced menu. Long family sized tables can accommodate large parties.,July 2019,The Brothers Italian Cuisine,https://www.tripadvisor.com/Restaurant_Review-g46767-d4380154-Reviews-The_Brothers_Italian_Cuisine-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,4.0
Great Italian Food,"If you can deal with the acoustics, every meal is delicious and they have great variety whether you're really hungry or just want lite fare.",September 2019,Birravino,https://www.tripadvisor.com/Restaurant_Review-g46767-d7143062-Reviews-Birravino-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,4.0
Awesome views year round!,"You cannot beat the view of the Navesink from the Molly Pitcher location. Whether you're having brunch on Sunday or taking your Mom on Mother's Day or planning a wedding, this venue is hard to beat in Monmouth County. The views are breathtaking year round.",September 2019,Molly Pitcher Inn,https://www.tripadvisor.com/Hotel_Review-g46767-d92575-Reviews-Molly_Pitcher_Inn-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",hotels,5.0,4.0
Great Cheese Selection,Needed a cheese platter for a party I was throwing. I'm not very knowledgeable with cheese selections. The folks that helped me at the store knew so much about different cheese and were able to help me create the best selection. It was a huge hit with my friends!,December 2018,The Cheese Cave,https://www.tripadvisor.com/Restaurant_Review-g46767-d2453270-Reviews-The_Cheese_Cave-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,5.0
Great Burger!,"Went there for lunch with friends and their young kids. Each one of us enjoyed our meals! I order the Jane Burger with fries and it hit the spot. Just enough burger, juicy, and soft bun. Fries weren't greasy... just enough. Highly recommend if you are in the mood to sink you teeth into a juicy burger go to The Robinson's Ale House",February 2019,The Robinson's Ale House,https://www.tripadvisor.com/Restaurant_Review-g46767-d7370186-Reviews-The_Robinson_s_Ale_House-Red_Bank_New_Jersey.html,"Red Bank, New Jersey",restaurants,5.0,4.0
Awesome breakfast place!,"This was a recommendation from a friend and so glad we came here. The breakfast was delicious. We got the toast, cheese, egg and honey dish and it was the best breakfast I have every had!",September 2019,Kosmikon Restaurant,https://www.tripadvisor.com/Restaurant_Review-g189400-d1657247-Reviews-Kosmikon_Restaurant-Athens_Attica.html,"Athens, Greece",restaurants,5.0,4.0
Spectacular Views!,You can't beat the view of Acropolis lit up at night sitting in the background as you enjoy your dinner. I got the steak and it was cooked to perfection.,September 2019,360 Degrees,https://www.tripadvisor.com/Restaurant_Review-g189400-d3694462-Reviews-360_Degrees-Athens_Attica.html,"Athens, Greece",restaurants,5.0,4.0
Great food! Great service! Awesome sunset view!,Quaint little restaurant. Ask to go upstairs for the view. Make reservations since most people recommend this place. I got the Pasta and it was awesome!,October 2019,Katerina's Bar,https://www.tripadvisor.com/Restaurant_Review-g662620-d1572170-Reviews-Katerina_s_Bar-Mykonos_Town_Mykonos_Cyclades_South_Aegean.html,"Mykonos, Greece",restaurants,5.0,4.5
Awesome Beach!,A must day trip when on this island. Best beach in Mykonos! Water was awesome and the beach was not crowded,October 2019,Platis Gialos Beach,https://www.tripadvisor.com/Attraction_Review-g659660-d2445564-Reviews-Platis_Gialos_Beach-Platys_Gialos_Mykonos_Cyclades_South_Aegean.html,"Mykonos, Greece",attractions,5.0,4.0
Excellent Food!,"Lovely views, especially at night. A bit pricey taxi ride for us from our hotel but the restaurant did not disappoint. The wait staff was very nice and the food was great!",October 2019,Blue Myth Restaurant,https://www.tripadvisor.com/Restaurant_Review-g659660-d1473431-Reviews-Blue_Myth_Restaurant-Platys_Gialos_Mykonos_Cyclades_South_Aegean.html,"Mykonos, Greece",restaurants,5.0,4.5
Truly wonderful experience,The views were amazing. The food was fresh. The location was outstanding. There was music but not too loud so we really enjoyed our experience. You must experience this restaurant when you go to Mykonos. Make reservations!,September 2019,Spilia Seaside Restaurant - Bar,https://www.tripadvisor.com/Restaurant_Review-g662620-d4915694-Reviews-Spilia_Seaside_Restaurant_Bar-Mykonos_Town_Mykonos_Cyclades_South_Aegean.html,"Mykonos, Greece",restaurants,5.0,3.0
Breathtaking views!,The rooms were beautiful and cozy and clean and the views were outstanding. The staff waits on your every need. I got such great nights sleep each night. I loved spending time int he pool with that most amazing views of the ocean.,October 2019,Mykonos Riviera Hotel & Spa,https://www.tripadvisor.com/Hotel_Review-g1192001-d14193444-Reviews-Mykonos_Riviera_Hotel_Spa-Tourlos_Mykonos_Cyclades_South_Aegean.html,"Mykonos, Greece",hotels,5.0,5.0
The Best Hotel I have ever stayed in!,"I'm not sure what I enjoyed more... The breakfasts, the dinners, the rooms with gorgeous views, the break taking views of the ocean from the pool, the beach or the wonderful people! Our room was so cozy and comfortable and the view was awesome!",October 2019,Mykonos Grand Hotel & Resort,https://www.tripadvisor.com/Hotel_Review-g805488-d250648-Reviews-Mykonos_Grand_Hotel_Resort-Agios_Ioannis_Diakoftis_Mykonos_Cyclades_South_Aegean.html,"Mykonos, Greece",hotels,5.0,5.0
Best Restaurant to see the Sunset!,"Food was great, waiters were awesome! Sunset was beautiful and food was outstanding. Need to make reservations at least 3 weeks in advance of your visit.",September 2019,Kastro,https://www.tripadvisor.com/Restaurant_Review-g482942-d2313136-Reviews-Kastro-Fira_Santorini_Cyclades_South_Aegean.html,"Santorini, Greece",restaurants,5.0,4.0
Great Food and Scenery,"Wonderful dishes, awesome views of the sunset. Great location. Staff was considerate and accommodating!",September 2019,Remvi Restaurant,https://www.tripadvisor.com/Restaurant_Review-g635607-d2478475-Reviews-Remvi_Restaurant-Firostefani_Santorini_Cyclades_South_Aegean.html,"Santorini, Greece",restaurants,5.0,4.0
The most beautiful hotel I've ever stayed in!,"There are just 5 rooms in this hotel/resort. Family owned, they take great pride in giving you a tour when you first arrive and walking you through all the beautiful statues and artwork they have scattered throughout. You will feel like royalty when you're there. The views are breathtaking, breakfast is awesome and fresh, fresh, fresh! George and his staff couldn't be nicer and they take such good care of you. My only regret is we didn't stay longer.",September 2019,The Tsitouras Collection Hotel,https://www.tripadvisor.com/Hotel_Review-g635607-d235739-Reviews-The_Tsitouras_Collection_Hotel-Firostefani_Santorini_Cyclades_South_Aegean.html,"Santorini, Greece",hotels,5.0,5.0
A must when in Athens!,Plaka is the old part of Greece and is surrounded by history. Walk the streets and see the buildings that haven't been changed for years.,September 2019,Plaka,https://www.tripadvisor.com/Attraction_Review-g189400-d277449-Reviews-Plaka-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
Amazing views!,Not for the week of heart!. Hike up this mountain to get to Partheon. I would recommend taking a tour guide that can give you some history of Greece. Very educational!,September 2019,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
Breathtaking!,"If you're going to be in Athens, you must take the trip up Acropolis to the Parthenon. Even though it's under construction, you can still see the entire building and it's amazing",September 2019,Parthenon,https://www.tripadvisor.com/Attraction_Review-g189400-d198711-Reviews-Parthenon-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
